accession	category	label	seq_hit	pident	tm_score	struct_hit	is_mimic	esm2_cos	essential	amr_associated
A0A0H3GS62	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8403	True	False
A0A0H3H057	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9908	False	False
A0A0H3GMI6	C	Structural mimic	False		0.5943	True	False	0.9772	True	False
A0A0H3GWF0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9818	False	False
A0A0H3GZL4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8757	False	False
A0A0H3GJH1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9674	False	False
A0A0H3GPP1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9793	False	False
A0A0H3GQQ2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9595	False	False
A0A0H3GJV5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9515	True	False
A0A0H3GMW9	C	Structural mimic	False		0.521	True	False	0.9729	True	False
A0A0H3GNH2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.779	True	False
A0A0H3GU89	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7897	False	False
A0A0H3GM21	D*	High-confidence StruSel candidate	False		0.0	False	False	0.856	True	False
A0A0H3GT24	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9553	False	False
A0A0H3GZE0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9773	False	False
A0A0H3GHK7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8474	True	False
A0A0H3GQ65	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9836	True	False
A0A0H3GX84	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9184	False	False
A0A0H3GW18	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9781	False	False
A0A0H3GL61	C2	Partial structural mimic	False		0.461	True	True	0.9688	True	False
A0A0H3GM39	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9496	False	False
A0A0H3GP81	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9829	False	False
A0A0H3GR48	D*	High-confidence StruSel candidate	False		0.0	False	False	0.976	True	False
A0A0H3GXJ9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9695	False	False
A0A0H3GTB6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8756	True	False
A0A0H3H1U4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9488	False	False
A0A0H3GKD2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.885	True	False
A0A0H3GZS1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9847	False	False
A0A0H3GMJ1	C	Structural mimic	False		0.7314	True	False	0.9701	False	False
A0A0H3GUT8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9795	False	False
A0A0H3GTL6	A	Homolog	True	31.5	0.916	True	False	0.9636	True	False
A0A0H3H3Y7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9824	False	False
A0A0H3GQP0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9608	False	False
A0A0H3GK66	C	Structural mimic	False		0.6331	True	False	0.9842	False	False
A0A0H3GZ33	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9742	False	False
A0A0H3GWZ0	C	Structural mimic	False		0.6151	True	False	0.9744	False	False
A0A0H3GRR4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.971	True	False
A0A0H3GUI6	C	Structural mimic	False		0.7849	True	False	0.95	True	False
A0A0H3H0V8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8772	False	False
A0A0H3GS44	A	Homolog	True	39.4	0.9492	True	False	0.9734	True	False
A0A0H3GYK9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9812	False	False
A0A0H3H0P3	C	Structural mimic	False		0.7799	True	False	0.9739	False	False
A0A0H3GIY0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9188	True	False
A0A0H3GU37	A	Homolog	True	49.5	0.805	True	False	0.9802	True	False
A0A0H3GPX6	C	Structural mimic	False		0.6472	True	False	0.9794	False	False
A0A0H3GHA7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8062	True	False
A0A0H3GP96	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7716	False	False
A0A0H3GP56	C	Structural mimic	False		0.647	True	False	0.9733	False	False
A0A0H3GR57	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9806	False	False
A0A0H3H5Q3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9366	False	False
A0A0H3GQZ5	C2	Partial structural mimic	False		0.4972	True	True	0.9684	True	False
A0A0H3GJ01	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7749	True	False
A0A0H3GUR4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7848	True	False
A0A0H3GN77	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8547	False	False
A0A0H3GT63	C2	Partial structural mimic	False		0.4507	True	True	0.957	False	False
A0A0H3GQ89	C	Structural mimic	False		0.888	True	False	0.9574	False	False
A0A0H3GHF5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8152	True	False
A0A0H3GJP9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9064	True	False
A0A0H3GMK7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9777	False	False
A0A0H3GH11	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9522	False	False
A0A0H3GMC7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9708	False	False
A0A0H3GWJ5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9487	False	False
A0A0H3H187	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9813	False	False
A0A0H3GUM3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.938	False	False
A0A0H3GT56	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9765	False	False
A0A0H3H3P3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.917	True	False
A0A0H3GUZ6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8363	True	False
A0A0H3GRH5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9857	True	False
A0A0H3H1B4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9611	False	False
A0A0H3GKW2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9555	True	False
A0A0H3GVI2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9808	True	False
A0A0H3GYN7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9628	True	False
A0A0H3GPM5	C	Structural mimic	False		0.7446	True	False	0.968	True	False
A0A0H3GQT6	C	Structural mimic	False		0.6459	True	False	0.9234	True	False
A0A0H3GVG9	A	Homolog	True	36.8	0.7886	True	False	0.9908	True	False
A0A0H3GPU3	C	Structural mimic	False		0.614	True	False	0.9367	True	False
A0A0H3GUT2	C	Structural mimic	False		0.8497	True	False	0.969	False	False
A0A0H3GPA3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9582	True	False
A0A0H3GRX8	C	Structural mimic	False		0.6113	True	False	0.9422	True	False
A0A0H3GX92	C	Structural mimic	False		0.6655	True	False	0.915	False	False
A0A0H3GI74	C	Structural mimic	False		0.8006	True	False	0.9561	False	False
A0A0H3H4Y7	A	Homolog	True	43.6	0.9369	True	False	0.9777	True	False
A0A0H3GRU8	C	Structural mimic	False		0.8283	True	False	0.9467	True	False
A0A0H3GM72	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9618	False	False
A0A0H3GK59	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7819	True	False
A0A0H3GUP9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9846	False	False
A0A0H3GJT0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8162	True	False
A0A0H3GIT1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.967	True	False
A0A0H3GIA1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.843	True	False
A0A0H3GWE1	C	Structural mimic	False		0.6342	True	False	0.9715	True	False
A0A0H3H3C1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9815	False	False
A0A0H3GRN0	C	Structural mimic	False		0.5555	True	False	0.9711	True	False
A0A0H3H016	C2	Partial structural mimic	False		0.4884	True	True	0.8512	True	False
A0A0H3GR82	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9237	True	False
A0A0H3GN38	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9418	False	False
A0A0H3GID0	C	Structural mimic	False		0.7758	True	False	0.9689	True	False
A0A0H3GT27	C	Structural mimic	False		0.7196	True	False	0.9661	False	False
A0A0H3GZ50	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9762	False	False
A0A0H3GXV3	C	Structural mimic	False		0.5857	True	False	0.9487	True	False
A0A0H3GJ68	C	Structural mimic	False		0.8416	True	False	0.9799	False	False
A0A0H3GSK7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8742	True	False
A0A0H3GQD7	C	Structural mimic	False		0.5129	True	False	0.9713	True	False
A0A0H3GT00	C	Structural mimic	False		0.6129	True	False	0.9536	False	False
A0A0H3GZW0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9812	False	False
A0A0H3GQI0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.989	True	False
A0A0H3GNI7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9541	True	False
A0A0H3GTV1	A	Homolog	True	24.6	0.7615	True	False	0.9679	True	False
A0A0H3GTR1	C	Structural mimic	False		0.8302	True	False	0.943	True	False
A0A0H3GL94	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9779	True	False
A0A0H3GN41	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7318	True	True
A0A0H3GJK9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9398	False	False
A0A0H3GUN4	A	Homolog	True	23.7	0.8592	True	False	0.9616	True	False
A0A0H3GVA5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.856	False	False
A0A0H3H0A3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9759	True	False
A0A0H3GMQ5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8843	True	False
A0A0H3GP47	D*	High-confidence StruSel candidate	False		0.0	False	False	0.6642	True	True
A0A0H3GQ95	C	Structural mimic	False		0.8618	True	False	0.9866	False	False
A0A0H3GUL4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.948	False	False
A0A0H3GPJ7	B	Seq-similar Struct-divergent	True	36.0	0.0	False	False	0.9693	True	False
A0A0H3GUV4	A	Homolog	True	35.6	0.8269	True	False	0.9749	True	False
A0A0H3H1Z7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8934	True	False
A0A0H3H331	A	Homolog	True	39.6	0.6871	True	False	0.9743	False	False
A0A0H3GTV9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9822	True	False
A0A0H3GJ29	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9753	True	False
A0A0H3GRW5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8738	False	False
A0A0H3GYX2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9503	False	False
A0A0H3GZE1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8616	True	False
A0A0H3GG62	C	Structural mimic	False		0.584	True	False	0.9359	True	False
A0A0H3GYG7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9783	False	False
A0A0H3H063	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9742	False	False
A0A0H3GYQ0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.943	False	False
A0A0H3GI12	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8244	True	False
A0A0H3GIJ2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9688	False	False
A0A0H3GY20	C	Structural mimic	False		0.7898	True	False	0.9771	True	False
A0A0H3GR22	C	Structural mimic	False		0.7089	True	False	0.9705	True	False
A0A0H3GNJ7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8424	False	False
A0A0H3GV75	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9777	True	False
A0A0H3GUN1	C	Structural mimic	False		0.7647	True	False	0.9682	False	False
A0A0H3H178	D	StruSel candidate	False		0.2151	False	False	0.9316	False	False
A0A0H3GVP9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8782	False	False
A0A0H3GXY0	C2	Partial structural mimic	False		0.4192	True	True	0.9627	False	False
A0A0H3H2Z8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9623	False	False
A0A0H3H1Q0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.945	False	False
A0A0H3GS39	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9822	False	False
A0A0H3GQU0	C2	Partial structural mimic	False		0.4719	True	True	0.9632	False	False
A0A0H3GJV8	C	Structural mimic	False		0.5358	True	False	0.9818	True	False
A0A0H3GUD1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9773	True	False
A0A0H3GYS6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9799	False	False
A0A0H3GVZ0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9891	False	False
A0A0H3GY06	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9388	False	False
A0A0H3GZR5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9409	False	False
A0A0H3GGS9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.98	True	False
A0A0H3GWD4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9605	False	False
A0A0H3GPY0	A	Homolog	True	29.8	0.8865	True	False	0.9732	False	False
A0A0H3GGB5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8094	True	False
A0A0H3GYK3	C2	Partial structural mimic	False		0.4209	True	True	0.9181	True	False
A0A0H3GZM4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.968	False	False
A0A0H3H4K9	A	Homolog	True	48.1	0.9132	True	False	0.9902	True	False
A0A0H3GM98	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9318	True	False
A0A0H3GNR8	C	Structural mimic	False		0.8075	True	False	0.9716	False	False
A0A0H3GUU2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9165	False	False
A0A0H3GSM3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9035	False	False
A0A0H3GNE5	A	Homolog	True	46.7	0.9651	True	False	0.9847	True	False
A0A0H3GKL9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9793	False	False
A0A0H3GXS5	C	Structural mimic	False		0.7474	True	False	0.9671	True	False
A0A0H3GJX7	A	Homolog	True	36.9	0.9252	True	False	0.9557	True	False
A0A0H3GXV4	A	Homolog	True	33.9	0.8289	True	False	0.9868	True	False
A0A0H3GSN3	A	Homolog	True	27.9	0.8789	True	False	0.971	True	False
A0A0H3GI65	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9398	False	False
A0A0H3GQT3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9718	True	False
A0A0H3GV92	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8973	False	False
A0A0H3GM01	C	Structural mimic	False		0.7094	True	False	0.9262	True	False
A0A0H3GUG4	C	Structural mimic	False		0.7861	True	False	0.9747	True	False
A0A0H3GY52	A	Homolog	True	34.3	0.9143	True	False	0.9824	True	False
A0A0H3GV14	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9706	True	False
A0A0H3GYE3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9831	False	False
A0A0H3GU14	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9722	True	False
A0A0H3GID9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9801	True	False
A0A0H3GMW5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9452	True	False
A0A0H3GNN9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8843	True	False
A0A0H3GQP2	C	Structural mimic	False		0.6087	True	False	0.9809	True	False
A0A0H3H3T2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.6793	True	False
A0A0H3GR93	C	Structural mimic	False		0.8253	True	False	0.9464	True	False
A0A0H3GX11	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9468	True	False
A0A0H3GNX4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8485	True	False
A0A0H3GNR7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9858	False	False
A0A0H3GJA6	C	Structural mimic	False		0.9201	True	False	0.9744	True	False
A0A0H3GUY1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9452	True	False
A0A0H3H1X1	C	Structural mimic	False		0.642	True	False	0.9557	False	True
A0A0H3GQE0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9748	False	False
A0A0H3GS59	D	StruSel candidate	False		0.1045	False	False		True	False
A0A0H3GMJ6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9601	False	False
A0A0H3GMD7	C2	Partial structural mimic	False		0.4636	True	True	0.9751	False	False
A0A0H3GZ37	A	Homolog	True	55.4	0.9169	True	False	0.9882	True	False
A0A0H3GXZ3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8671	True	False
A0A0H3GGZ6	D	StruSel candidate	False		0.2539	False	False	0.9454	True	False
A0A0H3GJB4	C2	Partial structural mimic	False		0.4156	True	True	0.9446	True	False
A0A0H3GJP6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7593	True	False
A0A0H3GR00	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8583	True	False
A0A0H3GM87	A	Homolog	True	32.3	0.917	True	False	0.9872	True	False
A0A0H3H0A1	C	Structural mimic	False		0.5077	True	False	0.962	False	False
A0A0H3GSI7	C2	Partial structural mimic	False		0.3749	True	True	0.9785	False	False
A0A0H3GVZ9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8359	False	False
A0A0H3GXM3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9538	False	False
A0A0H3GWA9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9175	False	False
A0A0H3GMT9	A	Homolog	True	28.4	0.8154	True	False	0.9767	True	False
A0A0H3GXD3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9792	True	False
A0A0H3H2U8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8954	True	False
A0A0H3GU59	A	Homolog	True	46.8	0.9779	True	False	0.9913	True	False
A0A0H3GMC6	C	Structural mimic	False		0.8179	True	False	0.9723	True	False
A0A0H3GSY8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9227	False	False
A0A0H3GSW1	C	Structural mimic	False		0.764	True	False	0.9833	True	False
A0A0H3GWG4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8731	True	False
A0A0H3GWC3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9674	False	False
A0A0H3GST9	A	Homolog	True	51.9	0.9744	True	False	0.9621	True	False
A0A0H3GHQ7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8208	True	False
A0A0H3GG98	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9591	False	False
A0A0H3GQX9	C	Structural mimic	False		0.6891	True	False	0.9642	True	False
A0A0H3GUU5	C	Structural mimic	False		0.6052	True	False	0.9694	False	False
A0A0H3GIC7	C2	Partial structural mimic	False		0.4463	True	True	0.9846	True	False
A0A0H3GQ14	A	Homolog	True	48.4	0.9623	True	False	0.9792	True	False
A0A0H3GH87	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9006	True	False
A0A0H3GIN5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9814	False	False
A0A0H3GTU1	A	Homolog	True	26.7	0.8816	True	False	0.9647	False	False
A0A0H3GQ02	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9514	False	False
A0A0H3GZV8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9283	False	False
A0A0H3GZZ9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8896	True	False
A0A0H3GMA3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9708	False	False
A0A0H3GK47	D*	High-confidence StruSel candidate	False		0.0	False	False	0.982	False	False
A0A0H3GU69	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8184	False	False
A0A0H3GQJ0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8478	False	False
A0A0H3GQN2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.977	False	False
A0A0H3GHW4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9703	False	False
A0A0H3GZD8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9753	False	False
A0A0H3GLN5	C	Structural mimic	False		0.6708	True	False	0.9835	True	False
A0A0H3GGG7	C	Structural mimic	False		0.8969	True	False	0.9073	True	False
A0A0H3GPJ2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9668	True	False
A0A0H3GQR5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9457	False	False
A0A0H3GN28	C	Structural mimic	False		0.552	True	False	0.9712	True	False
A0A0H3GQN7	C	Structural mimic	False		0.6146	True	False	0.9667	True	False
A0A0H3GWJ8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.977	False	False
A0A0H3GVK8	C	Structural mimic	False		0.8354	True	False	0.9839	False	False
A0A0H3GHS3	C	Structural mimic	False		0.7266	True	False	0.9713	False	False
A0A0H3GUR5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9648	False	False
A0A0H3H117	C	Structural mimic	False		0.7242	True	False	0.9582	True	False
A0A0H3GT28	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9776	False	False
A0A0H3GGU1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9241	False	False
A0A0H3GQP7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9819	False	False
A0A0H3GV33	C2	Partial structural mimic	False		0.3737	True	True	0.9891	True	False
A0A0H3GWC5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9825	False	False
A0A0H3H020	D	StruSel candidate	False		0.0832	False	False	0.9025	False	False
A0A0H3GZC2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.877	True	False
A0A0H3GZW2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9631	False	False
A0A0H3GTU4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7297	True	False
A0A0H3GQX7	C	Structural mimic	False		0.7251	True	False	0.9835	True	False
A0A0H3GXV1	D	StruSel candidate	False		0.2042	False	False	0.9644	False	False
A0A0H3GQY5	C	Structural mimic	False		0.6646	True	False	0.9655	True	False
A0A0H3GZ82	C	Structural mimic	False		0.7216	True	False	0.9433	True	False
A0A0H3GTX5	A	Homolog	True	32.1	0.7476	True	False	0.9667	True	False
A0A0H3GLL6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9704	False	False
A0A0H3GRJ9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9071	True	False
A0A0H3GH98	C	Structural mimic	False		0.6261	True	False	0.98	True	False
A0A0H3GSV7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.922	False	False
A0A0H3GRD8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8558	True	False
A0A0H3GZW6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9292	False	False
A0A0H3GRT7	C	Structural mimic	False		0.8442	True	False	0.9663	True	False
A0A0H3H0U8	C	Structural mimic	False		0.8285	True	False	0.9821	False	False
A0A0H3GWQ2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9653	True	False
A0A0H3GK06	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9325	True	False
A0A0H3GP59	A	Homolog	True	26.5	0.761	True	False	0.9556	True	False
A0A0H3H688	C2	Partial structural mimic	False		0.4914	True	True	0.9021	False	True
A0A0H3GGX1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8064	True	False
A0A0H3GN30	C2	Partial structural mimic	False		0.4878	True	True	0.9718	True	False
A0A0H3GV79	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9661	False	False
A0A0H3GPX8	C	Structural mimic	False		0.6228	True	False	0.9616	True	False
A0A0H3GNY1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9437	True	False
A0A0H3GXQ9	A	Homolog	True	35.5	0.923	True	False	0.9766	True	False
A0A0H3GMN3	C2	Partial structural mimic	False		0.4916	True	True	0.9322	False	False
A0A0H3GM41	C	Structural mimic	False		0.6026	True	False	0.984	False	False
A0A0H3GS16	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9386	False	False
A0A0H3H002	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9671	False	False
A0A0H3GZI0	C	Structural mimic	False		0.8516	True	False	0.9671	True	False
