accession	category	label	seq_hit	pident	tm_score	struct_hit	is_mimic	esm2_cos	essential	amr_associated
A0A0H3GUZ6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8363	True	False
A0A0H3GRH5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9857	True	False
A0A0H3GKW2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9555	True	False
A0A0H3GVI2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9808	True	False
A0A0H3GYN7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9628	True	False
A0A0H3GPA3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9582	True	False
A0A0H3GK59	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7819	True	False
A0A0H3GJT0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8162	True	False
A0A0H3GIT1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.967	True	False
A0A0H3GIA1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.843	True	False
A0A0H3GR82	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9237	True	False
A0A0H3GSK7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8742	True	False
A0A0H3GQI0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.989	True	False
A0A0H3GNI7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9541	True	False
A0A0H3GL94	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9779	True	False
A0A0H3H0A3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9759	True	False
A0A0H3GMQ5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8843	True	False
A0A0H3H1Z7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8934	True	False
A0A0H3GTV9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9822	True	False
A0A0H3GJ29	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9753	True	False
A0A0H3GZE1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8616	True	False
A0A0H3GI12	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8244	True	False
A0A0H3GV75	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9777	True	False
A0A0H3GUD1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9773	True	False
A0A0H3GGS9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.98	True	False
A0A0H3GGB5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8094	True	False
A0A0H3GM98	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9318	True	False
A0A0H3GQT3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9718	True	False
A0A0H3GV14	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9706	True	False
A0A0H3GU14	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9722	True	False
A0A0H3GID9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9801	True	False
A0A0H3GMW5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9452	True	False
A0A0H3GNN9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8843	True	False
A0A0H3H3T2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.6793	True	False
A0A0H3GX11	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9468	True	False
A0A0H3GNX4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8485	True	False
A0A0H3GUY1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9452	True	False
A0A0H3GS59	D	StruSel candidate	False		0.1045	False	False		True	False
A0A0H3GXZ3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8671	True	False
A0A0H3GGZ6	D	StruSel candidate	False		0.2539	False	False	0.9454	True	False
A0A0H3GJP6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7593	True	False
A0A0H3GR00	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8583	True	False
A0A0H3GXD3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9792	True	False
A0A0H3H2U8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8954	True	False
A0A0H3GWG4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8731	True	False
A0A0H3GHQ7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8208	True	False
A0A0H3GH87	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9006	True	False
A0A0H3GZZ9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8896	True	False
A0A0H3GPJ2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9668	True	False
A0A0H3GZC2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.877	True	False
A0A0H3GTU4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7297	True	False
A0A0H3GRJ9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9071	True	False
A0A0H3GRD8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8558	True	False
A0A0H3GWQ2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9653	True	False
A0A0H3GK06	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9325	True	False
A0A0H3GGX1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8064	True	False
A0A0H3GNY1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9437	True	False
A0A0H3GW51	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8142	True	False
A0A0H3GK73	D*	High-confidence StruSel candidate	False		0.0	False	False	0.787	True	False
A0A0H3GTL5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9466	True	False
A0A0H3GM14	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9249	True	False
A0A0H3GX13	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8925	True	False
A0A0H3H3D6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9814	True	False
A0A0H3GVL2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9267	True	False
A0A0H3GWW0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9864	True	False
A0A0H3GLR5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9827	True	False
A0A0H3GQ99	D*	High-confidence StruSel candidate	False		0.0	False	False	0.722	True	False
A0A0H3H4Y3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7856	True	False
A0A0H3H3W7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9706	True	False
A0A0H3GV04	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7999	True	False
A0A0H3H026	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9682	True	False
A0A0H3GSL9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9851	True	False
A0A0H3GUE6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9629	True	False
A0A0H3GSM9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9437	True	False
A0A0H3GUG2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9446	True	False
A0A0H3GU12	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8529	True	False
A0A0H3GU29	D*	High-confidence StruSel candidate	False		0.0	False	False	0.891	True	False
A0A0H3GVS2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9264	True	False
A0A0H3GTJ6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9442	True	False
A0A0H3GS06	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8094	True	False
A0A0H3GRQ6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8462	True	False
A0A0H3GNB2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.793	True	False
A0A0H3H671	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9025	True	False
A0A0H3H458	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8555	True	False
A0A0H3GQW2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9454	True	False
A0A0H3H089	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9067	True	False
A0A0H3GPE6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8018	True	False
A0A0H3GMH6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8176	True	False
A0A0H3GTH7	D	StruSel candidate	False		0.2706	False	False	0.9645	True	False
A0A0H3GXA6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9218	True	False
A0A0H3GL31	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9775	True	False
A0A0H3GQF5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9327	True	False
A0A0H3GQK1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9671	True	False
A0A0H3GGH7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9412	True	False
A0A0H3GJ98	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9563	True	False
A0A0H3GI83	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9716	True	False
A0A0H3GLE0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9315	True	False
A0A0H3GT68	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7214	True	False
A0A0H3GLY3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7812	True	False
A0A0H3GWK4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8654	True	False
A0A0H3GL72	D	StruSel candidate	False		0.232	False	False	0.9555	True	False
A0A0H3GKL4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9778	True	False
A0A0H3GXH1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9913	True	False
A0A0H3GQ91	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9756	True	False
A0A0H3GYS8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9648	True	False
A0A0H3GKD7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9775	True	False
A0A0H3GRD5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9538	True	False
A0A0H3GUC5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.957	True	False
A0A0H3GX62	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8887	True	False
A0A0H3GPJ0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9751	True	False
A0A0H3GYE4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9773	True	False
A0A0H3GRK0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8642	True	False
A0A0H3H0D4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9239	True	False
A0A0H3GND7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9863	True	False
A0A0H3GLD8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8103	True	False
A0A0H3GU26	D*	High-confidence StruSel candidate	False		0.0	False	False	0.985	True	False
A0A0H3GH82	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7753	True	False
A0A0H3GR13	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9612	True	False
A0A0H3GL27	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8687	True	False
A0A0H3GTS4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8553	True	False
A0A0H3GMD2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9228	True	False
A0A0H3GLQ6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9627	True	False
A0A0H3GPY4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9566	True	False
A0A0H3H491	D*	High-confidence StruSel candidate	False		0.0	False	False	0.933	True	False
A0A0H3GUE0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8158	True	False
A0A0H3GZC9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9843	True	False
A0A0H3GVL3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7989	True	False
A0A0H3GSA4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9657	True	False
A0A0H3GS37	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9724	True	False
A0A0H3GME5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9839	True	False
A0A0H3GNP9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.915	True	False
A0A0H3GYM8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9689	True	False
A0A0H3GSS9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.892	True	False
A0A0H3GUM1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.873	True	False
A0A0H3GQD4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9374	True	False
A0A0H3H1S8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9803	True	False
A0A0H3H1U7	D	StruSel candidate	False		0.2751	False	False	0.9795	True	False
A0A0H3GJC7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9708	True	False
A0A0H3GUD9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9692	True	False
A0A0H3GUZ1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9451	True	False
A0A0H3H398	D*	High-confidence StruSel candidate	False		0.0	False	False		True	False
A0A0H3GNZ0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.991	True	False
A0A0H3GS80	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8668	True	False
A0A0H3GNS2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9758	True	False
A0A0H3GNG0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7694	True	False
A0A0H3GIE8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7934	True	False
A0A0H3GY09	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8202	True	False
A0A0H3GSY1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8826	True	False
A0A0H3GZ19	D*	High-confidence StruSel candidate	False		0.0	False	False	0.792	True	False
A0A0H3GS63	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9635	True	False
A0A0H3GUV5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9845	True	False
A0A0H3GTH5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9286	True	False
A0A0H3GMK6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9795	True	False
A0A0H3GPI2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8713	True	False
A0A0H3GP51	D*	High-confidence StruSel candidate	False		0.0	False	False	0.952	True	False
A0A0H3GPE7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.6774	True	False
A0A0H3GXZ7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9525	True	False
A0A0H3GUH8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.966	True	False
A0A0H3GTZ8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9245	True	False
A0A0H3GV60	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9179	True	False
A0A0H3GU00	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9178	True	False
A0A0H3GU67	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9836	True	False
A0A0H3GR87	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9747	True	False
A0A0H3GWB1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9765	True	False
A0A0H3H193	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8929	True	False
A0A0H3GUM4	D	StruSel candidate	False		0.29	False	False	0.9694	True	False
A0A0H3GX82	D*	High-confidence StruSel candidate	False		0.0	False	False	0.917	True	False
A0A0H3GW20	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9797	True	False
A0A0H3GGC8	D	StruSel candidate	False		0.2146	False	False	0.9833	True	False
A0A0H3GQW3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7227	True	False
A0A0H3GWK2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9452	True	False
A0A0H3GSD7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9845	True	False
A0A0H3GRD4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9556	True	False
A0A0H3GJ10	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9499	True	False
A0A0H3GSC0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9481	True	False
A0A0H3GUN8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9586	True	False
A0A0H3GR95	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8846	True	False
A0A0H3GZ38	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9802	True	False
A0A0H3H383	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9815	True	False
A0A0H3GU34	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9275	True	False
A0A0H3GUL1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8906	True	False
A0A0H3H0M6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9842	True	False
A0A0H3H0X8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8954	True	False
A0A0H3GLJ9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.819	True	False
A0A0H3GJT5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.794	True	False
A0A0H3GH62	D	StruSel candidate	False		0.2153	False	False	0.9873	True	False
A0A0H3H0A5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.867	True	False
A0A0H3GV82	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8142	True	False
A0A0H3GWS8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8503	True	False
A0A0H3GGT3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9769	True	False
A0A0H3GNN4	D	StruSel candidate	False		0.2673	False	False	0.8271	True	False
A0A0H3GQU4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9593	True	False
A0A0H3GUF9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.717	True	False
A0A0H3GQQ4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9857	True	False
A0A0H3GQ84	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9848	True	False
A0A0H3GPW0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9683	True	False
A0A0H3GZF6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9772	True	False
A0A0H3GTK2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9867	True	False
A0A0H3GLN3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9435	True	False
A0A0H3GZZ5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.927	True	False
A0A0H3GX41	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7857	True	False
A0A0H3GNR5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9685	True	False
A0A0H3GGJ9	D	StruSel candidate	False		0.2627	False	False	0.9412	True	False
A0A0H3GR91	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9726	True	False
A0A0H3GPQ3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8221	True	False
A0A0H3GYN3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9661	True	False
A0A0H3GH73	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9678	True	False
A0A0H3H3C9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9255	True	False
A0A0H3GU18	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9691	True	False
A0A0H3GY41	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9784	True	False
A0A0H3GQV1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8865	True	False
A0A0H3GW95	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8993	True	False
A0A0H3GVK7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8276	True	False
A0A0H3GHW8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9512	True	False
A0A0H3GUW5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9885	True	False
A0A0H3GUC0	D	StruSel candidate	False		0.1608	False	False	0.9653	True	False
A0A0H3GR65	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9604	True	False
A0A0H3GSF8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9682	True	False
A0A0H3GXB6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9238	True	False
A0A0H3GMV8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9867	True	False
A0A0H3GPK4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9017	True	False
A0A0H3GLD3	D	StruSel candidate	False		0.2572	False	False	0.7963	True	False
A0A0H3H488	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7714	True	False
A0A0H3H4T9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9655	True	False
A0A0H3GYM9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9139	True	False
A0A0H3GZ03	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9847	True	False
A0A0H3GW68	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9793	True	False
A0A0H3H4I9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.91	True	False
A0A0H3GUP6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9791	True	False
A0A0H3GXQ1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9106	True	False
A0A0H3GLJ1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.7731	True	False
A0A0H3GT11	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9694	True	False
A0A0H3H2V9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9806	True	False
A0A0H3GZT8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8624	True	False
A0A0H3GUK0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9267	True	False
A0A0H3GRY3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8778	True	False
A0A0H3H282	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9897	True	False
A0A0H3GTM1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9811	True	False
A0A0H3GTT2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9434	True	False
A0A0H3GMD1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9657	True	False
A0A0H3GWU9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9048	True	False
A0A0H3GN60	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8357	True	False
A0A0H3GWU8	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9667	True	False
A0A0H3GXD4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8038	True	False
A0A0H3GN13	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9852	True	False
A0A0H3GYD2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8212	True	False
A0A0H3GXY2	D	StruSel candidate	False		0.1339	False	False	0.979	True	False
A0A0H3GQV2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9612	True	False
A0A0H3GX28	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9801	True	False
A0A0H3GVY3	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9631	True	False
A0A0H3GMC2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9782	True	False
A0A0H3GLE7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8397	True	False
A0A0H3GYJ7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8967	True	False
A0A0H3GGY6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.6196	True	False
A0A0H3GV00	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9739	True	False
A0A0H3GID1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9523	True	False
A0A0H3GNZ6	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9723	True	False
A0A0H3GLR9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.961	True	False
A0A0H3GS70	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9795	True	False
A0A0H3GIE5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9718	True	False
A0A0H3GLI5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.968	True	False
A0A0H3GT52	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9329	True	False
A0A0H3GNI0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9033	True	False
A0A0H3GU41	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9807	True	False
A0A0H3GMJ0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8688	True	False
A0A0H3GVG5	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8587	True	False
A0A0H3GVD2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9655	True	False
A0A0H3GZH0	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9533	True	False
A0A0H3GL52	D*	High-confidence StruSel candidate	False		0.0	False	False	0.867	True	False
A0A0H3GL02	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9866	True	False
A0A0H3GX58	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8172	True	False
A0A0H3GRZ2	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8605	True	False
A0A0H3GZZ4	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9674	True	False
A0A0H3GMV1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9281	True	False
A0A0H3GHN9	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9701	True	False
A0A0H3GTB7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9748	True	False
A0A0H3GTK1	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8387	True	False
A0A0H3GQB7	D*	High-confidence StruSel candidate	False		0.0	False	False	0.9396	True	False
A0A0H3GW54	D*	High-confidence StruSel candidate	False		0.0	False	False	0.8861	True	False
